customer_id,first_name,last_name,email,phone,address,city,state,zip_code,date_of_birth,ssn,customer_since,credit_score,annual_income,employment_status,branch_id
CUST000050,Matthew,Thomas,jessica56@example.org,001-258-681-5371x47321,632 Peck Stravenue Suite 327,Jimenezport,NM,03538,1968-03-04,093518282,2023-07-08,658,158073,Retired,BR0009
CUST000051,Tammy,Lewis,brandon47@example.net,+1-874-280-1624x5650,8416 Duran Harbors,East Theresafurt,MN,44945,1971-02-06,572472364,2019-02-14,723,109626,Employed,BR0003
CUST000052,Carrie,Morales,williamsderrick@example.com,687.729.8259x5269,947 Micheal Spring Apt. 694,New Thomasshire,OK,30325,1992-06-03,739079561,2023-11-29,743,76235,Employed,BR0011
CUST000053,George,Fuller,rhernandez@example.org,8915307562,970 April Points Suite 786,Suemouth,PW,70379,1996-04-06,351705805,2020-03-26,850,73150,Employed,BR0001
CUST000054,Chelsea,Lee,joshuaevans@example.com,001-843-775-7584x41986,0415 Douglas Summit,Lewisside,KY,74165,1986-08-25,713352250,2017-08-05,712,81311,Employed,BR0016
CUST000055,Christina,Matthews,brentstein@example.org,+1-930-916-5712x0826,5401 Amanda Stream,East Robertburgh,PW,05264,1989-08-20,857518117,2018-11-27,568,85183,Employed,BR0018
CUST000056,Sharon,Hayden,nancy04@example.net,+1-515-347-8872x874,74205 Bradley Throughway Apt. 296,Robertsonland,MO,88221,1982-12-31,098242304,2023-11-10,647,75577,Employed,BR0007
CUST000057,Marcus,Wright,patrick74@example.com,699-304-5301x7426,9332 Hernandez Summit Suite 687,Port John,WV,78595,1990-10-18,895118610,2023-05-03,690,53022,Retired,BR0017
CUST000058,Allison,Cox,brownamy@example.net,598.922.5871,707 William Motorway,New Stevenport,VA,03354,1988-06-29,406330050,2019-06-11,583,86327,Employed,BR0002
CUST000059,Beth,Williams,isabella80@example.org,404.762.2656x7661,86823 Katelyn Hills,Nunezside,NE,70222,1943-05-22,389304056,2023-07-29,824,71783,Retired,BR0019
CUST000060,Michael,Hill,johnsondonna@example.net,001-903-531-1907x90306,28439 Ray Trail,Joelberg,TN,68822,1992-02-23,227534924,2020-06-01,737,62039,Unemployed,BR0010
CUST000061,Bruce,Fry,conniesimmons@example.com,8564856624,34270 Faulkner Point Apt. 634,West Deborah,NV,49138,2004-08-03,095693121,2016-08-12,743,41706,Unemployed,BR0013
CUST000062,Joseph,Nunez,russojacob@example.net,001-583-873-5403x3173,546 Ferguson Knolls,Josehaven,FM,65680,1982-05-09,478137693,2021-03-08,772,77974,Retired,BR0007
CUST000063,Robin,Wood,owilliams@example.net,(504)789-9642,9378 Scott View,Levyfort,NH,22551,1974-11-06,751462774,2018-02-12,710,91643,Employed,BR0020
CUST000064,Jennifer,Freeman,warrenmary@example.org,+1-900-962-3120x38750,88600 Nichols Heights,New Lisachester,AS,23997,1989-06-10,110138592,2018-04-09,637,87330,Unemployed,BR0019
CUST000065,John,Harvey,lisa46@example.org,(867)993-3410x166,021 Bruce Rue,Arielville,MH,69727,1976-03-06,044303464,2025-05-18,618,94424,Employed,BR0002
CUST000066,Thomas,Williams,cohenjuan@example.net,001-302-650-3926,396 Reyes Streets,Port Vanessa,VA,10780,1994-12-05,513965667,2016-08-25,658,76131,Self-Employed,BR0013
CUST000067,Connor,Hall,petersonkayla@example.net,(850)347-7358x6629,11426 Jodi Island Suite 110,Seanview,CT,17868,1944-01-15,090247062,2023-05-17,561,64797,Employed,BR0009
CUST000068,Angela,Hunt,johnsonmichael@example.org,+1-495-860-4661x839,44472 Gary Harbor,Evansland,MN,33491,2003-10-23,253938124,2019-01-24,740,53567,Employed,BR0006
CUST000069,Stephen,Taylor,rushmartin@example.net,(457)856-9245x9375,7935 Ramirez Turnpike Suite 519,New Wendy,HI,89854,1982-05-19,787710441,2023-08-04,745,67057,Employed,BR0012
CUST000070,Sherry,Clark,marie16@example.net,824.834.2661x7979,8911 Diane Knoll,Lake Cheyenne,OK,85046,1983-10-30,694836548,2021-05-18,669,79792,Self-Employed,BR0013
CUST000071,Tammy,Jordan,garciajeffrey@example.net,989.393.7567x98250,1125 Cooper Tunnel Apt. 875,Davismouth,MD,09305,1961-09-25,308061886,2016-02-14,666,104532,Retired,BR0018
CUST000072,Melinda,Wong,sarahyang@example.net,(482)458-6736,0937 Price Squares Apt. 341,Port Monicaburgh,MN,43228,1989-07-02,202591868,2020-03-14,699,102095,Employed,BR0009
CUST000073,Emily,Burns,candice96@example.net,355-479-2499,34125 William Manor Apt. 966,South Cynthia,UT,85076,1985-02-25,178722734,2024-01-25,850,131698,Employed,BR0001
CUST000074,Keith,Lopez,wharvey@example.org,323.268.8767x6772,0438 Jackson Mount,Dunnville,OK,15470,1988-06-13,275706011,2024-12-16,813,98126,Self-Employed,BR0017
CUST000075,Lynn,Williams,bpayne@example.org,001-734-807-4517x1339,233 Ashley Place,Candiceburgh,MD,92782,1973-02-05,300389384,2020-04-14,847,124280,Retired,BR0003
CUST000076,Stephanie,Robertson,taylorkaren@example.com,9424232536,667 Cynthia Trafficway Apt. 684,Shawnfort,MD,76779,1993-04-14,003941527,2023-07-15,776,83308,Employed,BR0019
CUST000077,Cynthia,Terry,flynnraymond@example.com,974.754.5892,17012 Bryant Meadow,Lake Regina,FM,85697,1982-07-24,310214490,2017-04-28,578,95554,Employed,BR0011
CUST000078,Diamond,Wright,elizabeth20@example.com,+1-943-261-1037x1293,516 Tim Forks,Davisville,CT,41572,1965-12-24,377392247,2022-04-01,677,70898,Employed,BR0013
CUST000079,Kiara,Mullins,darlenebyrd@example.org,390.492.7532x69731,656 Moody Gateway,Deannabury,OH,79275,1997-01-24,615939955,2020-08-01,593,78932,Employed,BR0003
CUST000080,Kimberly,Vaughn,jamie98@example.org,001-264-703-7613x7918,69658 Kathryn Trail Apt. 091,West Jasonton,WY,52664,1961-04-02,519378210,2022-10-21,718,141573,Employed,BR0010
CUST000081,Rodney,Morales,joshuacollins@example.net,528.256.9146,61799 Kyle Streets,North Alexander,DC,92447,1937-09-03,012218134,2021-08-20,850,62801,Employed,BR0010
CUST000082,Alexandra,Logan,gary24@example.net,305-964-8149,507 Michael Glens Apt. 913,North Micheletown,IA,06527,1959-05-01,484476275,2018-04-16,674,77581,Employed,BR0019
CUST000083,Harold,Horne,tranrobin@example.net,+1-263-453-6541x9518,061 Cline Trail,Markside,NH,01545,1977-07-14,378264778,2025-04-30,636,77176,Employed,BR0019
CUST000084,Kristen,Stevenson,stevenvargas@example.com,001-838-632-0603x85050,83670 Jennifer Course,East Phyllishaven,MT,92362,1999-11-12,382591392,2025-08-13,594,34332,Employed,BR0019
CUST000085,Cody,Anderson,kjones@example.org,(423)344-5655x74313,27756 Amanda Trail,South Kyle,KS,16218,1992-10-17,093214985,2016-06-03,696,50969,Employed,BR0019
CUST000086,Jason,Gates,christopherwright@example.com,(980)344-2067x8831,00323 Watson Roads,New Brendaland,AK,08951,1995-09-24,203837266,2017-12-05,824,50244,Employed,BR0020
CUST000087,Christopher,Boone,david70@example.org,001-566-470-6625,7209 Deborah Parks Suite 870,West Patrickchester,ID,84734,1975-06-15,817684083,2024-12-26,761,128507,Self-Employed,BR0005
CUST000088,Laura,Mayo,timothy75@example.net,756.542.0593x04078,33480 Barbara Union,Kellyburgh,HI,31506,1979-05-04,607415879,2016-03-20,804,111992,Employed,BR0007
CUST000089,Jade,Bell,annalopez@example.com,+1-542-270-1039,59325 Samantha Vista Suite 002,Port Daniel,NC,48327,2002-01-05,075486482,2025-09-15,428,40042,Unemployed,BR0015
CUST000090,Craig,Turner,theresaoconnor@example.com,+1-475-428-9539x2644,969 Ian Island,Lake Ariana,NM,18935,1956-06-21,340961275,2019-10-14,782,100000,Unemployed,BR0001
CUST000091,Michael,Flores,underwoodelizabeth@example.net,870-443-3154x10067,6586 Maria Turnpike Apt. 271,West Andrewview,CT,10226,1998-02-14,351226152,2018-06-22,634,50149,Self-Employed,BR0012
CUST000092,Jessica,Payne,morgantricia@example.com,001-806-629-6201x533,3106 Hernandez Lake Apt. 614,Gonzaleztown,IL,22892,2004-02-04,654381343,2023-10-17,648,52431,Unemployed,BR0010
CUST000093,Megan,Parker,qruiz@example.com,286-625-6527,4349 Edward Square Apt. 158,Arellanoshire,IN,73062,1978-07-30,063508562,2022-11-10,669,90486,Retired,BR0018
CUST000094,Tammy,Mcdaniel,parmstrong@example.com,416-508-9899x2172,06163 Mary Green,Reneeland,CO,51369,1987-03-09,570519045,2021-04-14,850,139952,Employed,BR0012
CUST000095,Melissa,Stone,buchanancindy@example.net,(716)822-9991x19148,7997 Gerald Lodge Apt. 996,South Pamelamouth,UT,31640,1992-06-07,051967786,2020-04-21,827,72114,Employed,BR0007
CUST000096,Penny,Smith,larry71@example.org,(947)554-6913,785 Zachary Estate Apt. 486,Port Melissa,FM,75038,1946-09-01,030233159,2019-02-25,717,78638,Unemployed,BR0008
CUST000097,Mary,Wright,xwilliams@example.net,745.978.6103,79855 Mary Green Apt. 406,East Melissaborough,PR,29513,1935-01-04,663293388,2020-04-25,770,68934,Unemployed,BR0020
CUST000098,Denise,Palmer,wellsdavid@example.org,+1-503-949-4466x574,896 Adrian Shore Suite 899,Kennethville,NJ,08868,2005-07-28,345365328,2020-06-12,601,43424,Unemployed,BR0019
CUST000099,Jose,Dawson,jacob83@example.org,+1-565-720-7446x660,875 Bruce Ville,West Connor,DC,97614,1997-05-22,265939160,2018-11-07,681,64919,Employed,BR0004
CUST000100,Stacey,Lam,walkerjeffrey@example.com,(955)549-4717x09991,684 Brown Walk,East Victoria,MA,54134,1985-11-27,584592347,2021-02-12,499,132889,Employed,BR0016
CUST000101,Michelle,White,freemancrystal@example.org,800-874-3292x71296,6008 Jessica Bridge Suite 830,Lake Jessicabury,UT,45635,1962-10-27,320171683,2022-04-06,664,82269,Employed,BR0020
CUST000102,Wesley,Torres,colonkenneth@example.com,889.285.6257x532,23098 David Station,South Nancyview,WI,70589,1970-10-12,639079731,2016-07-21,720,122878,Self-Employed,BR0018
CUST000103,Ebony,Valdez,williamsdarrell@example.com,(418)847-2304x6184,914 Kristen Parks,New James,KS,69070,1976-03-03,207466714,2020-10-05,649,116768,Employed,BR0004
CUST000104,Ethan,Kelley,haleycastillo@example.org,3013197218,374 Marshall Courts Apt. 045,Ronaldville,CT,99880,1993-10-30,047022268,2018-08-21,654,70882,Employed,BR0005
CUST000105,Mark,Kline,natalie15@example.com,(416)367-4676,021 Pruitt Orchard,Whitefurt,WI,47503,1979-12-26,627042141,2023-12-15,578,108016,Retired,BR0014
CUST000106,Samantha,Rodriguez,ealexander@example.com,+1-550-989-9358x8916,628 Alexander Estate Suite 721,Floresmouth,KY,07100,1969-05-17,520299020,2022-03-06,716,114474,Self-Employed,BR0008
CUST000107,Richard,Young,kwallace@example.com,877-251-7016,99488 Diamond Motorway,Michaelton,GU,29719,1964-01-02,865595440,2025-04-07,765,82376,Unemployed,BR0020
CUST000108,Katrina,Greene,jennifer11@example.net,205.454.8851,61493 David Walk Suite 373,Danielchester,AZ,83501,1971-09-28,858879648,2017-10-31,734,136393,Employed,BR0010
CUST000109,Kelsey,Hayes,tamarasmith@example.net,4863978292,995 Barnes Rest Apt. 465,Shawnberg,DC,54600,1949-10-13,617908394,2020-10-27,729,53835,Self-Employed,BR0001
CUST000110,Megan,Kelley,jennifer83@example.org,394.752.2885,968 Rich Manors Apt. 810,Thomaston,ID,35494,2004-03-24,769214696,2019-12-31,619,37913,Unemployed,BR0019
CUST000111,Dwayne,Brown,james80@example.com,819.883.8638x406,004 Christine Tunnel Suite 359,Port Jenny,ID,39059,1989-07-19,460231221,2018-12-01,741,61552,Self-Employed,BR0016
CUST000112,Sydney,Moss,bennettroy@example.net,222-694-0572x025,851 Fox Ferry Apt. 826,Davisbury,FM,28465,1973-05-24,680435425,2021-11-15,670,89981,Self-Employed,BR0019
CUST000113,Kelly,Clements,wbarajas@example.net,7158739930,4840 Robertson Pass,Tuckerport,MH,85898,1985-09-14,198428420,2017-02-19,570,115944,Employed,BR0005
CUST000114,Stacy,Jackson,simsjason@example.net,001-336-213-8612x07501,8193 Russell Mission,Hamiltontown,MS,88751,1996-01-22,122690097,2016-10-23,658,66672,Self-Employed,BR0014
CUST000115,Katelyn,Richards,howardwesley@example.com,+1-849-614-7660x72832,5088 David Avenue,Medinaland,ME,28033,2006-04-25,767955634,2019-05-04,761,43046,Employed,BR0001
CUST000116,Robert,Brewer,eugenewalker@example.com,612.390.8781,39755 Emily Freeway Apt. 491,West Todd,MA,81286,1954-12-03,676409572,2018-04-30,657,61140,Employed,BR0014
CUST000117,Ariana,Diaz,susan20@example.com,936.745.2577,8129 Meagan Walks Apt. 834,Lake Charlestown,PR,66977,1981-08-29,647049534,2025-08-02,658,93518,Employed,BR0017
CUST000118,Richard,Lawrence,arnoldamy@example.net,725.263.9427x8816,282 Moore Port,Lake Jessica,MI,05798,1971-01-23,225987990,2019-09-06,729,60000,Employed,BR0009
CUST000119,Bryan,Wood,barnettapril@example.com,(477)800-5184x4989,9184 Kaufman Fork Suite 557,Eatontown,NY,18715,1990-07-20,451223769,2017-01-18,695,80317,Unemployed,BR0015
CUST000120,Xavier,Campbell,jacobcox@example.net,436-851-7773,02992 Crystal Canyon,North Gabriel,HI,68218,1969-11-16,416779235,2016-01-20,850,138544,Employed,BR0003
CUST000121,Natalie,Luna,stacey37@example.net,772.936.9292x9842,66210 Alexandra Parkways,Serranoville,HI,62874,1985-05-20,630770640,2024-10-11,564,106050,Employed,BR0012
CUST000122,Wesley,Wilson,mhopkins@example.net,9688650863,916 Jonathan Trafficway Apt. 149,Scotttown,VT,97972,1967-11-16,809019470,2024-08-16,685,118006,Unemployed,BR0002
CUST000123,David,Smith,gwendolynstewart@example.com,726-694-4869,68872 Hansen Orchard Suite 495,Fitzgeraldville,WA,30617,1979-11-10,458902651,2017-06-11,705,66149,Employed,BR0011
CUST000124,Jason,Morales,lauren90@example.org,(201)827-9611x4351,849 Sonya Viaduct Apt. 770,Port Diane,AS,68416,1958-01-29,293250551,2024-06-03,710,69565,Employed,BR0010
CUST000125,Zachary,Hall,emilyward@example.net,5212465669,84895 Richmond Harbor,New Sylvia,NH,53448,1993-10-23,589014278,2018-09-18,727,73454,Employed,BR0013
CUST000126,Richard,Rodriguez,gordonmatthew@example.org,248.994.7697x35779,1633 Gutierrez Knoll,Lake Marilynbury,LA,12691,1990-07-22,409875604,2017-01-11,605,53079,Retired,BR0013
CUST000127,Angela,White,michael94@example.org,001-437-333-3433x3395,79080 Watson Island,Villanuevashire,VI,36510,2006-04-27,503248375,2020-07-03,666,42835,Self-Employed,BR0017
CUST000128,Raymond,Christensen,brianlloyd@example.com,+1-908-756-2718,36915 Salazar Green,New Jose,KY,62281,2001-01-16,628445996,2018-11-12,630,36281,Retired,BR0016
CUST000129,Victor,Clark,michael64@example.com,(892)893-1438,27026 Taylor Vista,Kristenport,KS,74181,1997-07-17,880730782,2022-07-07,752,46059,Employed,BR0006
CUST000130,Corey,Martin,lisawoods@example.net,775-245-5884,59399 Tiffany Haven Suite 587,Prestonfurt,RI,38056,1990-07-14,475812374,2018-08-03,616,67955,Retired,BR0020
CUST000131,Danielle,Mcfarland,kwelch@example.com,812-653-5544,9876 Ivan Brooks Apt. 341,East Randy,CT,08862,1992-06-08,485710882,2016-03-08,799,63661,Unemployed,BR0012
CUST000132,Kelli,Warren,garciachristine@example.org,+1-764-733-4722x8200,8487 Tara Square Apt. 997,Millsside,ME,46005,1970-02-28,494703722,2017-04-05,657,117254,Retired,BR0007
CUST000133,Scott,Diaz,eric00@example.net,001-525-247-8077x40649,68663 Jennifer Rue Suite 634,South Colleenhaven,WV,80876,1967-06-06,827894455,2020-07-30,774,68674,Employed,BR0003
CUST000134,Deborah,Patel,robert12@example.org,217-497-4973x5020,4270 Christopher Bridge,Robinsonchester,ME,65826,1965-02-24,381600520,2021-05-10,613,55000,Employed,BR0001
CUST000135,Christopher,Christensen,brianrowe@example.org,+1-872-934-6013,037 Adriana Fords,Priceport,MD,21290,1983-01-24,645940692,2025-01-31,607,91193,Employed,BR0004
CUST000136,Abigail,King,james03@example.org,565.202.4916,792 Townsend Gateway,South Christopher,RI,44858,1964-07-30,778810984,2016-10-02,850,84614,Employed,BR0016
CUST000137,Michael,Moore,martinezjesse@example.net,+1-657-930-6524x0778,285 Oconnor Harbor,North Amanda,NV,39255,1989-08-27,840348874,2021-12-25,762,108096,Employed,BR0008
CUST000138,Shawn,Parsons,bgross@example.net,(693)751-8638x782,511 Bradley Curve Apt. 031,Leeton,OK,84616,1980-02-17,857508027,2024-09-06,753,99984,Self-Employed,BR0010
CUST000139,Claire,Garza,diazcatherine@example.org,7372170586,014 Shirley Path Apt. 138,Lopezhaven,TN,33106,1980-04-11,584812932,2025-03-27,730,80928,Retired,BR0003
CUST000140,Kara,Perry,mirandabarbara@example.net,961.722.8685x289,556 Mckenzie Islands Apt. 983,Cannonview,MN,59798,1943-02-01,459510004,2016-04-29,572,82463,Employed,BR0001
CUST000141,Tonya,Larson,victoriaturner@example.com,435.304.8889,5224 Preston Gateway,West Lisa,CO,75275,1998-04-11,410733563,2017-01-18,537,44691,Unemployed,BR0005
CUST000142,Jennifer,Mcguire,tracynolan@example.net,001-719-740-9610,1390 Brown Pine Apt. 589,West Wayne,IN,20580,2001-11-08,052876437,2023-04-26,819,38007,Employed,BR0015
CUST000143,Karen,Johnston,walkerkeith@example.com,(625)317-9086,622 Hansen Oval Suite 938,East Charles,WI,56870,2004-09-10,332889438,2017-04-05,605,35414,Employed,BR0002
CUST000144,Daniel,Gutierrez,michael55@example.net,+1-704-425-9792x7033,03924 Matthew Unions,West Shannontown,MA,27896,1966-05-19,758693472,2019-03-16,793,78111,Employed,BR0012
CUST000145,Amy,Christensen,jdean@example.net,001-606-298-0420x439,016 Alvarado Shoals Suite 104,Hallfurt,NY,93521,1983-02-25,102417941,2024-10-12,850,127594,Employed,BR0017
CUST000146,Christopher,Gonzalez,tcastro@example.org,7387457620,438 Cain Road Suite 608,Jeremiahmouth,MH,51992,1998-03-01,673181439,2022-03-28,821,37515,Employed,BR0003
CUST000147,Abigail,Gregory,robertberry@example.com,495-878-2329x8324,925 Angela Stravenue,East Lonnieberg,VA,04365,1995-05-02,784416784,2022-09-25,597,57981,Employed,BR0012
CUST000148,Kevin,Reese,edwin31@example.org,(509)594-9993,1728 Joseph Landing,Port Paul,NJ,18525,1973-05-23,168253708,2016-04-14,666,154422,Self-Employed,BR0006
